hotel_name,rating_food,food_type,location,offer,rating,delivery_time_mins,primary_food,discount_percent,offer_amount_rs,offer_type,has_offer
Vadilal Ice Creams,4.1 • 35 mins,"Ice Cream, Desserts",Kandivali West, ₹175 OFF ABOVE ₹399,4.1,35.0,ice cream,0.0,175.0,ABOVE,Yes
Amore Gelato - Italian Ice Cream,4.4 • 34 mins,"Ice Cream, Desserts",Borivali West, ,4.4,34.0,ice cream,0.0,0.0,NONE,Yes
Burger King,4.3 • 39 mins,"Burgers, American",Kandivali East, 60% OFF UPTO ₹120,4.3,39.0,burgers,60.0,120.0,UPTO,Yes
ITC Fabelle Chocolates,4.7 • 33 mins,"Bakery, Desserts",L T Road Junction, 25% OFF ABOVE ₹179,4.7,33.0,bakery,25.0,179.0,ABOVE,Yes
Mad Over Donuts,4.6 • 27 mins,"Desserts, Sweets, Bakery",Kandivali East, 50% OFF UPTO ₹100,4.6,27.0,desserts,50.0,100.0,UPTO,Yes
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.3 • 15 mins,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",Kandivali East, ₹100 OFF ABOVE ₹449,4.3,15.0,beverages,0.0,100.0,ABOVE,Yes
"Gianis - Ice Cream, Shakes & Sundaes",4.6 • 15 mins,"Ice Cream, Bakery, Beverages",Malad East, ,4.6,15.0,ice cream,0.0,0.0,NONE,Yes
Tibb's Frankie,4.1 • 23 mins,"Snacks, Biryani, North Indian, Mexican, Beverages",Kandivali East, 30% OFF UPTO ₹75,4.1,23.0,snacks,30.0,75.0,UPTO,Yes
The Biryani Life,4 • 25 mins,"Biryani, Mughlai, Lucknowi, Hyderabadi, North Indian, Kebabs, Desserts, Beverages",Kandivali East, 60% OFF UPTO ₹110,,25.0,biryani,60.0,110.0,UPTO,Yes
Sweet Truth - Cake and Desserts,4.1 • 20 mins,"Snacks, Bakery, Desserts, Beverages",Kandivali East, 60% OFF UPTO ₹110,4.1,20.0,snacks,60.0,110.0,UPTO,Yes
Cafe Coffee Day,4.3 • 28 mins,"Beverages, Cafe, Snacks, Desserts, Burgers, Ice Cream, Bakery, Fast Food",Kandivali East, ITEMS AT ₹159,4.3,28.0,beverages,0.0,159.0,ITEM_BASED,Yes
Firangi Bake,3.9 • 30 mins,"Pizzas, Pastas, Italian, Mexican, Healthy Food, Desserts, Beverages",Kandivali East, ,3.9,30.0,pizzas,0.0,0.0,NONE,Yes
Apsara Ice Creams,4.7 • 14 mins,"Ice Cream, Desserts",Kandivali East, ,4.7,14.0,ice cream,0.0,0.0,NONE,Yes
Great Indian Khichdi by EatFit,4.3 • 37 mins,"Home Food, Indian, North Indian, Healthy Food, Snacks, Desserts, Rajasthani, South Indian, Maharashtrian, Sweets",Gorai Road, ITEMS AT ₹159,4.3,37.0,home food,0.0,159.0,ITEM_BASED,Yes
Wendy's,4.2 • 49 mins,"Burgers, American, Fast Food, Snacks, Beverages",Jog Gor East, ITEMS AT ₹129,4.2,49.0,burgers,0.0,129.0,ITEM_BASED,Yes
Keventers - Milkshakes & Desserts,4.2 • 29 mins,"Beverages, Ice Cream, Desserts, Healthy Food",Kandivali West, 20% OFF UPTO ₹120,4.2,29.0,beverages,20.0,120.0,UPTO,Yes
Green Therapy Co.,4.5 • 38 mins,"Healthy Food, Juices, Beverages",Malad East, 50% OFF UPTO ₹100,4.5,38.0,healthy food,50.0,100.0,UPTO,Yes
FreshMenu,4.1 • 49 mins,"Continental, Chinese, Oriental, Asian, Healthy Food, Fast Food, Indian, Desserts",Goregaon East, EVERY ITEM @ ₹129,4.1,49.0,continental,0.0,129.0,ITEM_BASED,Yes
Lucky Restaurant (Since 1938),4.1 • 40 mins,"Biryani, North Indian, Chinese, Mughlai, Seafood, Desserts, Tandoor, Punjabi, Indian",Goregaon East, ₹125 OFF ABOVE ₹749,4.1,40.0,biryani,0.0,125.0,ABOVE,Yes
The Paratha House,4.1 • 47 mins,"North Indian, Indian",Malad East, 50% OFF UPTO ₹100,4.1,47.0,north indian,50.0,100.0,UPTO,Yes
Rabdi Wala,4.2 • 37 mins,"Desserts, Gujarati, Rajasthani, Snacks",Borivali West, ,4.2,37.0,desserts,0.0,0.0,NONE,Yes
Ladu Samrat,4.3 • 43 mins,"Maharashtrian, Snacks, Street Food, Indian, Desserts, Chaat",Kandivali East, FREE ITEM ,4.3,43.0,maharashtrian,0.0,0.0,ITEM_BASED,Yes
Greens Restaurant,4.4 • 54 mins,"North Indian, Chinese, South Indian",Malad West, ₹100 OFF ABOVE ₹599,4.4,54.0,north indian,0.0,100.0,ABOVE,Yes
Chocolateria San Churro,2.2 • 39 mins,Desserts,Borivali West, ₹175 OFF ABOVE ₹449,2.2,39.0,desserts,0.0,175.0,ABOVE,Yes
The Churro Co.,4.1 • 38 mins,"Desserts, Beverages, Waffle",Kandivali East, ₹50 OFF ABOVE ₹999,4.1,38.0,desserts,0.0,50.0,ABOVE,Yes
The Dough Therapy,4.1 • 39 mins,"Pizzas, Pastas, Italian",Kandivali West, ₹175 OFF ABOVE ₹799,4.1,39.0,pizzas,0.0,175.0,ABOVE,Yes
Barbeque Nation,4 • 45 mins,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",Kandivali East, 40% OFF UPTO ₹80,,45.0,north indian,40.0,80.0,UPTO,Yes
Aromas Cafe & Bistro,4.2 • 50 mins,"Continental, Italian, Lebanese, Beverages",Malad East, ₹125 OFF ABOVE ₹249,4.2,50.0,continental,0.0,125.0,ABOVE,Yes
Chai Pe Charcha,4 • 40 mins,Beverages,Kandivali West, 20% OFF UPTO ₹100,,40.0,beverages,20.0,100.0,UPTO,Yes
Cremure,4.5 • 38 mins,"Bakery, Desserts, Waffle, Beverages",Malad West, ₹175 OFF ABOVE ₹449,4.5,38.0,bakery,0.0,175.0,ABOVE,Yes
EatFit,4.2 • 39 mins,"Chinese, Healthy Food, Tandoor, Pizzas, North Indian, Thalis, Biryani",Gorai Road, ITEMS AT ₹179,4.2,39.0,chinese,0.0,179.0,ITEM_BASED,Yes
Biryani Can - Pure Veg Biryanis,3.9 • 37 mins,Biryani,Kandivali West, ₹175 OFF ABOVE ₹599,3.9,37.0,biryani,0.0,175.0,ABOVE,Yes
Cheelizza - India ka Pizza,4.2 • 39 mins,"Pizzas, Italian, Fast Food",Kandivali West, ₹175 OFF ABOVE ₹699,4.2,39.0,pizzas,0.0,175.0,ABOVE,Yes
Bake Ur Day - Freshest Cakes,3.7 • 39 mins,"Desserts, Bakery, Cakes and Pastries, Beverages",Borivali West, ₹175 OFF ABOVE ₹449,3.7,39.0,desserts,0.0,175.0,ABOVE,Yes
Radha Krishna,3.8 • 38 mins,Indian,Borivali West, ,3.8,38.0,indian,0.0,0.0,NONE,Yes
Amar Juice Center,4.4 • 37 mins,"Street Food, Beverages, South Indian",Borivali West, ,4.4,37.0,street food,0.0,0.0,NONE,Yes
MM Mithaiwala,4.4 • 42 mins,"Sweets, Snacks, Desserts, Beverages",Malad West, 15% OFF ABOVE ₹800,4.4,42.0,sweets,15.0,800.0,ABOVE,Yes
Haldiram's Restaurant,4.3 • 38 mins,"Snacks, South Indian, Desserts, Beverages",Malad East, 50% OFF UPTO ₹100,4.3,38.0,snacks,50.0,100.0,UPTO,Yes
Taco Bell,4 • 49 mins,Mexican,Kandivali East, 50% OFF UPTO ₹100,,49.0,mexican,50.0,100.0,UPTO,Yes
Wow! Momo,4.1 • 45 mins,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",Malad East, ₹175 OFF ABOVE ₹599,4.1,45.0,tibetan,0.0,175.0,ABOVE,Yes
Bangalore Iyangar's Bakery,4.9 • 47 mins,"Bakery, Desserts, Snacks",Kandivali West, ,4.9,47.0,bakery,0.0,0.0,NONE,Yes
Dum Safar Biryani by Barbeque Nation,4.3 • 48 mins,"Biryani, Kebabs, Tandoor, Indian, Desserts",GROWELS MALL, 40% OFF UPTO ₹80,4.3,48.0,biryani,40.0,80.0,UPTO,Yes
Wow! China,4.1 • 43 mins,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",Akruli Road, 60% OFF UPTO ₹120,4.1,43.0,tibetan,60.0,120.0,UPTO,Yes
Malgudi,4.1 • 37 mins,"South Indian, Mangalorean, Andhra, Snacks, Healthy Food",Kandivali East, ₹125 OFF ABOVE ₹249,4.1,37.0,south indian,0.0,125.0,ABOVE,Yes
Oye Kiddan,3.9 • 43 mins,North Indian,Borivali West, ₹175 OFF ABOVE ₹449,3.9,43.0,north indian,0.0,175.0,ABOVE,Yes
Sbarro - New York Pizza,3.9 • 38 mins,"Italian, Pizzas, Desserts, Beverages",Kandivali East, ₹125 OFF ABOVE ₹299,3.9,38.0,italian,0.0,125.0,ABOVE,Yes
Cookie Man,4.4 • 37 mins,"Desserts, Ice Cream, Bakery",Kandivali East, 40% OFF UPTO ₹80,4.4,37.0,desserts,40.0,80.0,UPTO,Yes
Pop Tate's,4.2 • 37 mins,"Continental, Italian, European, Mexican",Kandivali East, 20% OFF UPTO ₹50,4.2,37.0,continental,20.0,50.0,UPTO,Yes
Shiv Sagar,4.3 • 38 mins,"Indian, Continental, Chinese",Mahavir Nagar, 10% OFF ABOVE ₹600,4.3,38.0,indian,10.0,600.0,ABOVE,Yes
Urban Tadka,4.3 • 43 mins,"North Indian, Mughlai",Kandivali East, 20% OFF UPTO ₹50,4.3,43.0,north indian,20.0,50.0,UPTO,Yes
Uncle's Kitchen (Since 1987),4.4 • 42 mins,"Chinese, Asian, Thai",Malad West, 15% OFF ABOVE ₹1000,4.4,42.0,chinese,15.0,1000.0,ABOVE,Yes
Bikaji Food Junxon,4.6 • 46 mins,"Sweets, Snacks",Malad West, ₹100 OFF ABOVE ₹999,4.6,46.0,sweets,0.0,100.0,ABOVE,Yes
Rajubhai Dhoklawala,4.5 • 40 mins,"Sweets, Desserts, Gujarati, Snacks",Borivali West, ,4.5,40.0,sweets,0.0,0.0,NONE,Yes
Deepak (Borivali),4.5 • 38 mins,"Indian, Chinese, South Indian, Snacks",Borivali West, ,4.5,38.0,indian,0.0,0.0,NONE,Yes
Godwa,4.4 • 39 mins,"American, Beverages, Thalis",Malad Borivali Area, 10% OFF ABOVE ₹600,4.4,39.0,american,10.0,600.0,ABOVE,Yes
Radha Krishna (Borivali),4.4 • 39 mins,"Indian, Chinese, South Indian, Mexican, Italian",Borivali West, ,4.4,39.0,indian,0.0,0.0,NONE,Yes
Tulsi Vihar,4.2 • 42 mins,"North Indian, Chinese, South Indian, Beverages",Kandivali West, ₹100 OFF ABOVE ₹999,4.2,42.0,north indian,0.0,100.0,ABOVE,Yes
Smokin Curries,4.2 • 54 mins,"Biryani, Indian, North Indian, Tandoor, Kebabs, Fast Food, Desserts, Beverages",Malad Kan West, ,4.2,54.0,biryani,0.0,0.0,NONE,Yes
The Food Studio Kitchen & Bar,4.4 • 56 mins,"North Indian, Continental, Asian, Punjabi, Chinese, Italian, Mughlai",Malad West, ,4.4,56.0,north indian,0.0,0.0,NONE,Yes
Bhavesh Chinese,4.2 • 43 mins,"Chinese, Indian",Borivali West, ,4.2,43.0,chinese,0.0,0.0,NONE,Yes
Spukies - The Veg Sigree,4.3 • 46 mins,"North Indian, Jain, Chinese, South Indian",Mumbai, ,4.3,46.0,north indian,0.0,0.0,NONE,Yes
Agri Malhari Katta,4.3 • 50 mins,"Indian, Chinese",Borivali West, ,4.3,50.0,indian,0.0,0.0,NONE,Yes
Zaika Fun Dining | Club Aquaria,4.3 • 44 mins,"North Indian, Chinese, Biryani, Continental",Borivali West, ₹175 OFF ABOVE ₹449,4.3,44.0,north indian,0.0,175.0,ABOVE,Yes
Pishu's - Drink Your Fruit,4.4 • 55 mins,"Juices, Beverages, Healthy Food",Malad West, ₹150 OFF ABOVE ₹399,4.4,55.0,juices,0.0,150.0,ABOVE,Yes
Madhuram Sweets & Chaat,4.6 • 46 mins,Desserts,Dahisar, ₹100 OFF ABOVE ₹999,4.6,46.0,desserts,0.0,100.0,ABOVE,Yes
Cosway,4.1 • 51 mins,"Chinese, North Indian, Indian",PG Road, ₹175 OFF ABOVE ₹449,4.1,51.0,chinese,0.0,175.0,ABOVE,Yes
Kansar Pure Veg Thali,4.1 • 44 mins,Thalis,Chikoowadi, 15% OFF ABOVE ₹800,4.1,44.0,thalis,15.0,800.0,ABOVE,Yes
Jain SubKuchh Food Plaza,4.3 • 52 mins,"Street Food, North Indian, Chinese, Desserts, South Indian",Malad West, ₹175 OFF ABOVE ₹449,4.3,52.0,street food,0.0,175.0,ABOVE,Yes
Pangat (Gorai),4.4 • 40 mins,"Indian, Chinese, Malwani, Seafood, Kebabs, Biryani, Maharashtrian",Borivali West, ,4.4,40.0,indian,0.0,0.0,NONE,Yes
Shenoy's,4.1 • 48 mins,"Fast Food, Snacks, Chinese, Chaat",Jog Gor East, ,4.1,48.0,fast food,0.0,0.0,NONE,Yes
Surmai Restaurant,4.3 • 47 mins,"Seafood, Indian, Chinese",Malad West, ₹175 OFF ABOVE ₹449,4.3,47.0,seafood,0.0,175.0,ABOVE,Yes
Qutuz Irani Cafe,4.3 • 51 mins,Fast Food,Chincholi Bunder Road, ,4.3,51.0,fast food,0.0,0.0,NONE,Yes
Anda Apna Apna,4.5 • 52 mins,Fast Food,Malad West, ₹175 OFF ABOVE ₹449,4.5,52.0,fast food,0.0,175.0,ABOVE,Yes
Shreeji Pure Veg,4.5 • 49 mins,"Indian, South Indian, Chinese, Desserts, Beverages",Jog Gor East, ,4.5,49.0,indian,0.0,0.0,NONE,Yes
Sai Veg World,4.3 • 50 mins,"Indian, Chinese",Goregaon East, ₹175 OFF ABOVE ₹449,4.3,50.0,indian,0.0,175.0,ABOVE,Yes
Baba Falooda,4.5 • 40 mins,Desserts,Mira Road, ,4.5,40.0,desserts,0.0,0.0,NONE,Yes
Persia Darbar,4.3 • 44 mins,"North Indian, Biryani, Chinese, Arabian, Mughlai",Goregaon East, ₹175 OFF ABOVE ₹799,4.3,44.0,north indian,0.0,175.0,ABOVE,Yes
CakeZone,4.2 • 37 mins,"Bakery, Desserts, Sweets, Ice Cream",L T Road Junction, ₹125 OFF ABOVE ₹399,4.2,37.0,bakery,0.0,125.0,ABOVE,Yes
Bikkgane Biryani,4.1 • 54 mins,"Biryani, Hyderabadi, Andhra, South Indian, North Indian, Mughlai, Kebabs",Malad Kan West, ₹175 OFF ABOVE ₹449,4.1,54.0,biryani,0.0,175.0,ABOVE,Yes
Chai Point,4.3 • 52 mins,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food",Malad West, 25% OFF UPTO ₹125,4.3,52.0,bakery,25.0,125.0,UPTO,Yes
Biryani By Kilo,4.1 • 70 mins,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts",Malad West, ₹175 OFF ABOVE ₹1999,4.1,70.0,biryani,0.0,175.0,ABOVE,Yes
Curry Mantra,4.3 • 39 mins,"Indian, Chinese, Tandoor, Biryani, Mangalorean, Malwani, Kerala, Goan, Chettinad, Mughlai, Seafood",Dahisar, ,4.3,39.0,indian,0.0,0.0,NONE,Yes
Oye Teri - The Kulcha Kulture,4.2 • 39 mins,Indian,Borivali West, ,4.2,39.0,indian,0.0,0.0,NONE,Yes
Noorani Restaurant,4.1 • 39 mins,"Chinese, North Indian",Malad East, ₹125 OFF ABOVE ₹599,4.1,39.0,chinese,0.0,125.0,ABOVE,Yes
Cheesecake & Co.,4.2 • 40 mins,"Bakery, Desserts",Jog Gor East, ₹150 OFF ABOVE ₹399,4.2,40.0,bakery,0.0,150.0,ABOVE,Yes
Smoor,4.3 • 39 mins,"Desserts, Bakery, Beverages",I C Colony, ₹175 OFF ABOVE ₹899,4.3,39.0,desserts,0.0,175.0,ABOVE,Yes
HRX by EatFit,4.4 • 38 mins,"Healthy Food, Salads, Keto",Gorai Road, ITEMS AT ₹199,4.4,38.0,healthy food,0.0,199.0,ITEM_BASED,Yes
Shahi Darbar,41 mins,"Beverages, Desserts, Ice Cream",Malad Kan West, ,,41.0,beverages,0.0,0.0,NONE,Yes
Gomantak,4.2 • 53 mins,"Indian, Seafood, Tandoor, Malwani, Chinese",Dahisar, 25% OFF UPTO ₹125,4.2,53.0,indian,25.0,125.0,UPTO,Yes
Cafe Heaven,4.1 • 44 mins,"Mughlai, Chinese, Tandoor, Indian",Malad West, ₹100 OFF ABOVE ₹599,4.1,44.0,mughlai,0.0,100.0,ABOVE,Yes
Landmark Restaurant Veg Diet,4.1 • 50 mins,"North Indian, Chinese, Continental, Beverages",Malad Kan West, ,4.1,50.0,north indian,0.0,0.0,NONE,Yes
Supermani,4.5 • 47 mins,"South Indian, Biryani, Fast Food, Snacks",Borivali West, ,4.5,47.0,south indian,0.0,0.0,NONE,Yes
Aahar-E-Kolkata,4.2 • 55 mins,"Bengali, Thalis, Biryani, Desserts",Malad East, ,4.2,55.0,bengali,0.0,0.0,NONE,Yes
Suraj Lama Momos,4.6 • 55 mins,Chinese,Jog Gor East, ,4.6,55.0,chinese,0.0,0.0,NONE,Yes
Charcoal Bistro,3.5 • 44 mins,"Indian, Chinese",Jog Gor East, ,3.5,44.0,indian,0.0,0.0,NONE,Yes
The Tiny Tub,4 • 44 mins,"Desserts, Bakery, Sweets, Snacks, Cafe",Malad Kan West, ₹100 OFF ABOVE ₹749,,44.0,desserts,0.0,100.0,ABOVE,Yes
"DIMSUM WU (Chinese, Momo, Shushi & more) ",4.2 • 51 mins,"Pan-Asian, Indonesian, Thai, Chinese, Desserts",Borivali West, ₹175 OFF ABOVE ₹449,4.2,51.0,pan-asian,0.0,175.0,ABOVE,Yes
Kolkata Heshel,4.5 • 64 mins,Bengali,Malad West, 10% OFF ABOVE ₹800,4.5,64.0,bengali,10.0,800.0,ABOVE,Yes
Social,4.3 • 58 mins,"North Indian, Chinese, Fast Food, Biryani, Pizzas, Salads, Kebabs, Juices, Desserts, Beverages",Goregaon East, 60% OFF UPTO ₹120,4.3,58.0,north indian,60.0,120.0,UPTO,Yes
Ohhdaily - Healthy & Homely Tiffins,4.3 • 42 mins,"Thalis, Indian, Home Food, Chinese",Malad West, ₹175 OFF ABOVE ₹399,4.3,42.0,thalis,0.0,175.0,ABOVE,Yes
Harvest Salad Co,4.3 • 44 mins,"Salads, Healthy Food, Snacks",Road Ramachandra Lbe, 40% OFF UPTO ₹80,4.3,44.0,salads,40.0,80.0,UPTO,Yes
Maiz Mexican Kitchen,4.4 • 44 mins,"Mexican, Indian, Salads",Road Ramachandra Lbe, 40% OFF UPTO ₹80,4.4,44.0,mexican,40.0,80.0,UPTO,Yes
Veg Sutra,4.2 • 48 mins,"North Indian, Chinese",Goregaon, ₹100 OFF ABOVE ₹399,4.2,48.0,north indian,0.0,100.0,ABOVE,Yes
Balaji Snacks,3.3 • 39 mins,"Snacks, Chaat, South Indian",Malad East, ,3.3,39.0,snacks,0.0,0.0,NONE,Yes
Shree Krishna,4.3 • 45 mins,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani",Kandivali West, ₹250 OFF ABOVE ₹999,4.3,45.0,indian,0.0,250.0,ABOVE,Yes
Speak Burgers by Vicky Ratnani,4 • 47 mins,"Burgers, American, Beverages",Malad Kan West, ₹175 OFF ABOVE ₹449,,47.0,burgers,0.0,175.0,ABOVE,Yes
Spicy Bowl,3.5 • 65 mins,"Chinese, Biryani, North Indian, Tandoor, Beverages",Goregaon, ,3.5,65.0,chinese,0.0,0.0,NONE,Yes
Fire Bowl,4.3 • 55 mins,"Chinese, Italian, Mexican, Thai",Malad West, ,4.3,55.0,chinese,0.0,0.0,NONE,Yes
Falafel's,4 • 42 mins,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain",Goregaon East, ₹175 OFF ABOVE ₹449,,42.0,lebanese,0.0,175.0,ABOVE,Yes
The Pancake Story,4.4 • 55 mins,"Desserts, Beverages",Malad West, ₹100 OFF ABOVE ₹599,4.4,55.0,desserts,0.0,100.0,ABOVE,Yes
Baithack Taste of Kulhad,3.8 • 46 mins,"Beverages, Fast Food, Snacks",Borivali West, ,3.8,46.0,beverages,0.0,0.0,NONE,Yes
Curry Culture,4.4 • 54 mins,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor",Malad West, ,4.4,54.0,biryani,0.0,0.0,NONE,Yes
Foodaholic,53 mins,Chinese,Jog Gor East, ₹150 OFF ABOVE ₹999,,53.0,chinese,0.0,150.0,ABOVE,Yes
The Bar Stock Exchange,4 • 57 mins,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian",Malad West, ,,57.0,north indian,0.0,0.0,NONE,Yes
Punjabi Grill,4.1 • 42 mins,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani",Kandivali East, 15% OFF ABOVE ₹700,4.1,42.0,punjabi,15.0,700.0,ABOVE,Yes
Bandra Cakery by Bunty Mahajan,4.4 • 50 mins,"Bakery, Desserts",Kandivali West, 30% OFF UPTO ₹75,4.4,50.0,bakery,30.0,75.0,UPTO,Yes
Krishna Lunch Home,4.2 • 44 mins,"North Indian, Indian, Tandoor, Seafood",Borivali West, ,4.2,44.0,north indian,0.0,0.0,NONE,Yes
Fried Nation,4.4 • 49 mins,"Fast Food, American",Malad West, ,4.4,49.0,fast food,0.0,0.0,NONE,Yes
Cake Works,46 mins,Indian,Malad East, 30% OFF UPTO ₹150,,46.0,indian,30.0,150.0,UPTO,Yes
Meraki,4.2 • 49 mins,Chinese,Malad West, ₹175 OFF ABOVE ₹449,4.2,49.0,chinese,0.0,175.0,ABOVE,Yes
Dale's Eden Cake Shop,4.4 • 38 mins,"Desserts, Bakery, Sweets",Malad West, ₹175 OFF ABOVE ₹449,4.4,38.0,desserts,0.0,175.0,ABOVE,Yes
Banana Leaf,4.4 • 39 mins,"South Indian, Snacks, Andhra",Borivali West, ₹100 OFF ABOVE ₹599,4.4,39.0,south indian,0.0,100.0,ABOVE,Yes
"House of Biryan- Biryani, Kepsa and More",4.4 • 40 mins,"Biryani, Kebabs, Rolls",Malad West, ₹175 OFF ABOVE ₹599,4.4,40.0,biryani,0.0,175.0,ABOVE,Yes
Brijwasi Sweets Original Since 1946,4.4 • 50 mins,"Sweets, Snacks, Chaat, Beverages, Indian",Malad Kan West, 15% OFF ABOVE ₹800,4.4,50.0,sweets,15.0,800.0,ABOVE,Yes
Deliciae by Bunty Mahajan,4.6 • 48 mins,Desserts,Kandivali West, ₹175 OFF ABOVE ₹1199,4.6,48.0,desserts,0.0,175.0,ABOVE,Yes
Sahara Restaurant,3.8 • 43 mins,"North Indian, Chinese, Tandoor, Biryani",Malad East, ₹175 OFF ABOVE ₹449,3.8,43.0,north indian,0.0,175.0,ABOVE,Yes
Copper Chimney,4.2 • 80 mins,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts",Malad West, 15% OFF ABOVE ₹1200,4.2,80.0,north indian,15.0,1200.0,ABOVE,Yes
Jimis Burger,4.6 • 47 mins,American,Jog Gor East, ,4.6,47.0,american,0.0,0.0,NONE,Yes
Sadak Chaap,4.4 • 48 mins,"Tandoor, Indian, Snacks",Malad West, ₹100 OFF ABOVE ₹749,4.4,48.0,tandoor,0.0,100.0,ABOVE,Yes
Jamai Shoshthi,4.2 • 59 mins,"Bengali, Biryani, Mughlai",Goregaon, ,4.2,59.0,bengali,0.0,0.0,NONE,Yes
Carter's Blue,4.4 • 49 mins,"Indian, Chinese, Lebanese",Malad West, ,4.4,49.0,indian,0.0,0.0,NONE,Yes
Hotel Ram Krishna,4.5 • 41 mins,Indian,Dahisar East, ,4.5,41.0,indian,0.0,0.0,NONE,Yes
Delicacy,4.4 • 40 mins,Indian,Kandivali West, ,4.4,40.0,indian,0.0,0.0,NONE,Yes
5 Spice,4.2 • 40 mins,"Chinese, Asian, Thai, Seafood",Borivali West, ₹150 OFF ABOVE ₹499,4.2,40.0,chinese,0.0,150.0,ABOVE,Yes
BOMBAY JUICE,3.9 • 41 mins,"Juices, Beverages, Salads"," Ratna bhai chawk saibaba Nagar, borivali west", 20% OFF ABOVE ₹700,3.9,41.0,juices,20.0,700.0,ABOVE,Yes
Bombay Sweet Shop,4.7 • 41 mins,"Desserts, Sweets, Bakery, Snacks, Indian",Malad Kan West, ₹175 OFF ABOVE ₹1199,4.7,41.0,desserts,0.0,175.0,ABOVE,Yes
Balaji Pure Veg,4.2 • 44 mins,"Chinese, South Indian",Malad Kan West, 10% OFF ABOVE ₹1000,4.2,44.0,chinese,10.0,1000.0,ABOVE,Yes
Fuel Up,4.5 • 55 mins,"Healthy Food, Salads, Juices, Grill, American, Continental",Malad West, ₹150 OFF ABOVE ₹399,4.5,55.0,healthy food,0.0,150.0,ABOVE,Yes
Meal Bowl,4.3 • 45 mins,"Indian, Chinese",Goregaon West, ₹100 OFF ABOVE ₹499,4.3,45.0,indian,0.0,100.0,ABOVE,Yes
The French Connection,4.6 • 15 mins,"Bakery, Snacks, Italian",Malad East, 30% OFF UPTO ₹75,4.6,15.0,bakery,30.0,75.0,UPTO,Yes
Madrasi Kaapi House,4.4 • 26 mins,"South Indian, Combo, Beverages",Evershine Millenium Paradise, 20% OFF UPTO ₹50,4.4,26.0,south indian,20.0,50.0,UPTO,Yes
Singarawala,4.6 • 53 mins,"Bengali, Mughlai, Biryani, Thalis",Malad East, ,4.6,53.0,bengali,0.0,0.0,NONE,Yes
Shivam Sundaram,4.4 • 28 mins,"North Indian, Chinese, South Indian",Express Highway, 20% OFF UPTO ₹50,4.4,28.0,north indian,20.0,50.0,UPTO,Yes
DBW - De Burger World,4.5 • 26 mins,"Burgers, Snacks, Beverages",Thakur Village, ,4.5,26.0,burgers,0.0,0.0,NONE,Yes
The Biryani Story,4 • 54 mins,"Biryani, Kebabs, Tandoor, Beverages",Malad Kan West, ,,54.0,biryani,0.0,0.0,NONE,Yes
Andhra Kodi Pulao,4.4 • 73 mins,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai",Malad Kan West, ₹175 OFF ABOVE ₹449,4.4,73.0,hyderabadi,0.0,175.0,ABOVE,Yes
Maharaja Bhog,4.4 • 51 mins,"Gujarati, Rajasthani, Thalis",Goregaon East, 10% OFF ABOVE ₹800,4.4,51.0,gujarati,10.0,800.0,ABOVE,Yes
Pizza Caprina,4.1 • 55 mins,"Pizzas, Italian-American, Desserts",Goregaon West, ₹125 OFF ABOVE ₹599,4.1,55.0,pizzas,0.0,125.0,ABOVE,Yes
Satkar Restaurant,3.9 • 53 mins,"Indian, Chinese, Tandoor",Dahisar West, ,3.9,53.0,indian,0.0,0.0,NONE,Yes
Upwas Uphargruha,3.4 • 40 mins,Indian,Rawal Pada, ,3.4,40.0,indian,0.0,0.0,NONE,Yes
Eva's Pizza,4.1 • 52 mins,"Pizzas, Italian, Salads",Malad West, ₹175 OFF ABOVE ₹449,4.1,52.0,pizzas,0.0,175.0,ABOVE,Yes
Biryani Culture,3.9 • 51 mins,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs",Malad Kan West, ,3.9,51.0,asian,0.0,0.0,NONE,Yes
Zaffran,4.4 • 67 mins,"North Indian, Biryani, Indian, Kebabs, Rolls & Wraps",Andheri Link Road , ₹175 OFF ABOVE ₹799,4.4,67.0,north indian,0.0,175.0,ABOVE,Yes
Home Plate by EatFit,4 • 39 mins,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages",Gorai Road, ITEMS AT ₹159,,39.0,north indian,0.0,159.0,ITEM_BASED,Yes
